R36,Secreção uretral,–,–,–,–,–,–,–,–,–,–,–,–
R39,Outros sintomas e sinais relativos ao aparelho urinário,–,–,–,–,–,–,–,–,–,–,–,–
R40-R46,"Sintomas e sinais relativos à cognição, à percepção, ao es",–,–,–,–,–,–,–,–,–,–,–,–
R40,"Sonolência, estupor e coma",–,–,–,–,–,–,–,–,–,–,–,–
R41,Outros sintomas e sinais relativos à função cognitiva e à consc,–,–,–,–,–,–,–,–,–,–,–,–
R42,Tontura e instabilidade,–,–,–,–,–,–,–,–,–,–,–,–
R43,Distúrbios do olfato e do paladar,–,–,–,–,–,–,–,–,–,–,–,–
R44,Outros sintomas e sinais relativos às sensações e às percepçõ,–,–,–,–,–,–,–,–,–,–,–,–
R45,Sintomas e sinais relativos ao estado emocional,–,–,–,–,–,–,–,–,–,–,–,–
R46,Sintomas e sinais relativos à aparência e ao comportamento,–,–,–,–,–,–,–,–,–,–,–,–
R47-R49,Sintomas e sinais relativos à fala e à voz,–,–,–,–,–,–,–,–,–,–,–,–
R47,Distúrbios da fala não classificados em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
R48,"Dislexia e outras disfunções simbólicas, não classificadas em o",–,–,–,–,–,–,–,–,–,–,–,–
R49,Distúrbios da voz,–,–,–,–,–,–,–,–,–,–,–,–
R50-R69,Sintomas e sinais gerais,–,–,–,–,–,–,–,–,–,–,–,–
R50,Febre de origem desconhecida,–,–,–,–,–,–,–,–,–,–,–,–
R51,Cefaléia,–,–,–,–,–,–,–,–,–,–,–,–
R52,Dor não classificada em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
R53,"Mal estar, fadiga",–,–,–,–,–,–,–,–,–,–,–,–
R54,Senilidade,–,–,–,–,–,–,–,–,–,–,–,–
R55 Síncope e colapso,,–,–,–,–,–,–,–,–,–,–,–,–
"R56 Convulsões, não classificadas em outra parte",,–,–,–,–,–,–,–,–,–,–,–,–
R57 Choque não classificado em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
R58 Hemorragia não classificada em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
R59 Aumento de volume dos gânglios linfáticos,,–,–,–,–,–,–,–,–,–,–,–,–
R60 Edema não classificado em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
R61 Hiperidrose,,–,–,–,–,–,–,–,–,–,–,–,–
R62 Retardo do desenvolvimento fisiológico normal,,–,–,–,–,–,–,–,–,–,–,–,–
R63 Sintomas e sinais relativos à ingestão de alimentos e líquidos,,–,–,–,–,–,–,–,–,–,–,–,–
R64 Caquexia,,–,–,–,–,–,–,–,–,–,–,–,–
R68 Outros sintomas e sinais gerais,,–,–,–,–,–,–,–,–,–,–,–,–
R69 Causas desconhecidas e não especificadas de morbidade,,–,–,–,–,–,–,–,–,–,–,–,–
"R70-R79 Achados anormais de exames de sangue, sem diagnóstico",,–,–,–,–,–,–,–,–,–,–,–,–
R70 Velocidade de hemossedimentação elevada e outras anormali,,–,–,–,–,–,–,–,–,–,–,–,–
R71 Anormalidade das hemácias,,–,–,–,–,–,–,–,–,–,–,–,–
R72 Anormalidade dos leucócitos não classificada em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
R73 Aumento da glicemia,,–,–,–,–,–,–,–,–,–,–,–,–
R74 Anormalidades dos níveis de enzimas séricas,,–,–,–,–,–,–,–,–,–,–,–,–
R75 Evidência laboratorial do vírus da imunodeficiência humana [H,,–,–,–,–,–,–,–,–,–,–,–,–
R76 Outros achados imunológicos anormais no soro,,–,–,–,–,–,–,–,–,–,–,–,–
R77 Outras anormalidades das proteinas plasmáticas,,–,–,–,–,–,–,–,–,–,–,–,–
R78 Presença de drogas e de outras substâncias normalmente não,,–,–,–,–,–,–,–,–,–,–,–,–
R79 Outros achados anormais de exames químicos do sangue,,–,–,–,–,–,–,–,–,–,–,–,–
"R80-R82 Achados anormais de exames de urina, sem diagnóstico",,–,–,–,–,–,–,–,–,–,–,–,–
R80 Proteinúria isolada,,–,–,–,–,–,–,–,–,–,–,–,–
R81 Glicosúria,,–,–,–,–,–,–,–,–,–,–,–,–
R82 Outros achados anormais na urina,,–,–,–,–,–,–,–,–,–,–,–,–
"R83-R89 Achados anormais de exames e de outros líquidos, substâ",,–,–,–,–,–,–,–,–,–,–,–,–
R83 Achados anormais no líquido cefalorraquidiano,,–,–,–,–,–,–,–,–,–,–,–,–
R84 Achados anormais de material proveniente dos órgãos respirat,,–,–,–,–,–,–,–,–,–,–,–,–
R85 Achados anormais de material proveniente dos órgãos digestiv,,–,–,–,–,–,–,–,–,–,–,–,–
R86 Achados anormais de material proveniente dos órgãos genitais,,–,–,–,–,–,–,–,–,–,–,–,–
R87 Achados anormais de material proveniente dos órgãos genitais,,–,–,–,–,–,–,–,–,–,–,–,–
"R89 Achados anormais de material proveniente de outros órgãos, a",,–,–,–,–,–,–,–,–,–,–,–,–
R90-R94 Achados anormais de exames para diagnóstico por image,,–,–,–,–,–,–,–,–,–,–,–,–
R90 Resultados anormais de exames para diagnóstico por imagem,,–,–,–,–,–,–,–,–,–,–,–,–
"R91 Achados anormais, de exames para diagnóstico por imagem, d",,–,–,–,–,–,–,–,–,–,–,–,–
"R92 Achados anormais, de exames para diagnóstico por imagem, d",,–,–,–,–,–,–,–,–,–,–,–,–
R93 Achados anormais de exames para diagnóstico por imagem de,,–,–,–,–,–,–,–,–,–,–,–,–
R94 Resultados anormais de estudos de função,,–,–,–,–,–,–,–,–,–,–,–,–
R95-R99 Causas mal definidas e desconhecidas de mortalidade,,–,–,–,–,–,–,–,–,–,–,–,–
R95 Síndrome da morte súbita na infância,,–,–,–,–,–,–,–,–,–,–,–,–
R96 Outras mortes súbitas de causa desconhecida,,–,–,–,–,–,–,–,–,–,–,–,–
R98 Morte sem assistência,,–,–,–,–,–,–,–,–,–,–,–,–
R99 Outras causas mal definidas e as não especificadas de mortali,,–,–,–,–,–,–,–,–,–,–,–,–
"Capítulo XIX: Lesões, envenenamento e algumas outras conseqüên",,14.693,14.091,15.393,16.097,14.856,16.283,16.794,16.119,19.652,20.995,17.793,16.346
S00-S09 Traumatismos da cabeça,,425,423,481,516,439,519,513,476,586,649,519,497
S00 Traumatismo superficial da cabeça,,2 4,22,21,14,19,15,11,17,16,33,23,20
S01 Ferimento da cabeça,,3 5,38,42,46,32,51,46,47,50,63,53,52
S02 Fratura do crânio e dos ossos da face,,1 20,91,130,149,113,162,130,112,161,152,142,127
"S03 Luxação, entorse ou distensão das articulações e dos ligamen",,–,3,1,–,3,1,1,2,2,1,3,1
S04 Traumatismo dos nervos cranianos,,3,5,2,2,1,2,1,1,1,4,–,3
S05 Traumatismo do olho e da órbita ocular,,5 5,55,72,71,63,69,67,66,78,87,69,59
S06 Traumatismo intracraniano,,1 58,168,162,193,172,177,207,182,235,259,197,212
S07 Lesões por esmagamento da cabeça,,1,1,2,–,–,1,3,–,3,3,3,–
S08 Amputação traumática de parte da cabeça,,2,1,2,1,–,2,2,–,–,3,–,–
S09,Outros traumatismos da cabeça e os não especificados,27,39,47,40,36,39,45,49,40,44,29,23
S10-S19,Traumatismos do pescoço,65,58,71,53,66,65,64,73,78,88,64,78
S10,Traumatismo superficial do pescoço,4,6,4,3,6,6,6,7,8,11,2,5
S11,Ferimento do pescoço,4,2,4,–,1,5,5,2,5,5,8,4
S12,Fratura do pescoço,2 7,23,27,22,30,24,26,24,25,37,23,33
S13,"Luxação, entorse ou distensão das articulações e dos ligamen",1 7,11,16,13,15,11,12,15,25,15,14,17
S14,Traumatismo de nervos e da medula espinhal ao nível cervical,6,9,12,9,8,14,8,15,12,12,9,13
S15,Traumatismo dos vasos sangüíneos ao nível do pescoço,1,–,–,–,1,–,–,–,–,–,–,1
S16,Traumatismo de tendões e de músculos do pescoço,–,1,–,3,1,2,2,4,–,1,3,1
S17,Lesões por esmagamento do pescoço,–,–,–,–,–,–,–,1,–,1,–,–
S18,Amputação traumática ao nível do pescoço,–,–,–,–,–,–,–,–,–,–,–,–
S19,Outros traumatismos do pescoço e os não especificados,6,6,8,3,4,3,5,5,3,6,5,4
S20-S29,Traumatismos do tórax,287,292,286,333,313,350,368,353,414,448,358,341
S20,Traumatismo superficial do tórax,4 5,55,59,53,65,65,67,52,63,67,70,68
S21,Ferimento do tórax,5,6,11,9,8,10,11,12,13,9,14,11
S22,"Fratura de costela(s), esterno e coluna torácica",1 94,201,181,234,203,235,236,242,276,313,226,211
S23,"Luxação, entorse e distensão de articulações e dos ligamentos",8,7,2,4,4,6,10,8,11,11,6,8
S24,Traumatismos de nervos e da medula espinhal ao nível do tóra,5,5,5,4,6,8,2,7,8,4,6,4
S25,Traumatismo de vasos sangüíneos do tórax,1,–,–,–,1,–,1,–,1,1,–,1
S26,Traumatismo do coração,–,–,–,–,–,–,–,–,–,–,–,1
S27,Traumatismo de outros órgãos intratorácicos e dos não especi,13,9,12,17,13,9,15,15,22,22,17,17
S28,Lesão por esmagamento do tórax e amputação traumática de,–,–,–,1,–,–,1,–,–,–,1,1
S29,Outros traumatismos do tórax e os não especificados,16,9,16,11,13,17,25,17,20,21,18,19
S30-S39,"Traumatismos do abdome, do dorso, da coluna lombar e d",376,384,395,439,359,416,413,400,486,544,418,413
S30,"Traumatismo superficial do abdome, do dorso e da pelve",4 8,48,43,57,45,39,42,49,48,63,39,46
S31,"Ferimento do abdome, do dorso e da pelve",2 1,20,10,26,13,24,17,23,33,31,20,23
S32,Fratura da coluna lombar e da pelve,1 90,202,221,236,197,236,230,217,264,284,233,227
S33,"Luxação, entorse ou distensão das articulações e dos ligamen",5 0,48,59,51,39,49,55,47,60,55,37,45
S34,Traumatismo dos nervos e da medula lombar ao nível do abdo,2,7,6,5,8,4,4,3,5,11,7,5
S35,"Traumatismo de vasos sangüíneos ao nível do abdome, do do",1,–,1,3,–,2,1,2,–,1,2,1
S36,Traumatismo de órgãos intra-abdominais,3 8,33,34,38,32,36,40,43,47,67,41,41
S37,Traumatismo de órgãos pélvicos,7,11,9,11,9,9,6,4,12,16,12,9
S38,Lesão por esmagamento e amputação traumática de parte do,–,3,2,2,1,5,2,1,2,5,1,–
S39,"Outros traumatismos e os não especificados do abdome, do do",19,12,10,10,15,12,16,11,15,11,26,16
S40-S49,Traumatismos do ombro e do braço,1.089,1.105,1.213,1.156,1.136,1.300,1.259,1.246,1.567,1.644,1.415,1.383
S40,Traumatismo superficial do ombro e do braço,8 8,91,99,98,79,106,101,91,118,131,104,103
S41,Ferimento do ombro e do braço,1 7,24,29,27,24,24,21,20,33,26,23,33
S42,Fratura do ombro e do braço,6 67,662,712,692,686,765,767,764,954,1.018,8 78,839
S43,"Luxação, entorse e distensão das articulações e dos ligamento",250,262,304,279,284,328,298,309,386,367,339,323
S44,Traumatismo de nervos ao nível do ombro e do braço,1 1,14,12,10,9,9,12,5,7,17,8,10
S45,Traumatismo dos vasos sangüíneos ao nível do ombro e do br,–,1,1,3,–,1,5,1,–,4,1,1
S46,Traumatismo de tendão e músculo ao nível do ombro e do bra,3 6,32,33,34,37,46,31,37,49,59,39,49
S47,Lesão por esmagamento do ombro e do braço,3,4,3,–,3,1,4,–,1,2,2,2
S48,Amputação traumática do ombro e do braço,5,4,9,6,4,7,6,1,5,4,6,7
S49,Outros traumatismos e os não especificados do ombro e do br,12,11,11,7,10,13,14,18,14,16,15,16
S50-S59,Traumatismos do cotovelo e do antebraço,1.310,1.179,1.344,1.360,1.318,1.391,1.402,1.306,1.662,1.767,1.508,1.414
S50,Traumatismo superficial do cotovelo e do antebraço,5 8,71,85,87,70,73,89,59,87,112,56,72
S51,Ferimento do antebraço,7 0,71,81,75,79,68,69,60,74,90,79,91
S52,Fratura do antebraço,1.043,9 24,1.064,1.073,1.068,1.132,1.124,1.075,1.332,1.426,1.238,1.134
S53,"Luxação, entorse e distensão das articulações e dos ligamento",69,48,55,56,42,43,45,47,78,54,67,55
S54,Traumatismo de nervos ao nível do antebraço,1 6,13,9,11,6,11,8,8,19,13,14,7
S55,Traumatismo de vasos sangüíneos ao nível do antebraço,4,4,3,1,4,3,2,3,2,4,3,2
S56,Traumatismo do músculo e tendão ao nível do antebraço,1 8,31,21,28,23,24,38,26,32,31,28,29
S57,Lesão por esmagamento do antebraço,6,4,8,6,6,13,5,7,7,11,8,6
S58,Amputação traumática do cotovelo e do antebraço,9,4,6,7,10,8,8,9,9,11,6,6
S59,Outros traumatismos do antebraço e os não especificados,17,9,12,16,10,16,14,12,22,15,9,12
S60-S69,Traumatismos do punho e da mão,5.030,5.052,5.502,5.717,5.316,5.718,6.003,5.897,6 .786,7.122,5.999,5.456
S60,Traumatismo superficial do punho e da mão,3 42,358,390,369,322,381,393,396,450,506,390,350
S61,Ferimento do punho e da mão,1.009,9 93,1.098,1.116,1.056,1.067,1.182,1.132,1 .299,1.413,1.180,1.136
S62,Fratura ao nível do punho e da mão,2.622,2.575,2.769,2.946,2.771,3.018,3.119,3.086,3 .623,3.692,3.108,2.798
S63,"Luxação, entorse e distensão das articulações e dos ligamento",170,153,185,197,181,194,227,215,253,233,220,184
S64,Traumatismo de nervos ao nível do punho e da mão,2 6,33,38,34,29,34,22,30,35,40,45,29
S65,Traumatismo de vasos sangüíneos ao nível do punho e da mã,7,7,8,2,7,10,4,7,4,5,10,1
S66,Traumatismo de músculo e tendão ao nível do punho e da mão,183,169,187,214,190,207,207,195,229,250,246,195
S67,Lesão por esmagamento do punho e da mão,1 23,86,114,112,115,120,119,129,115,160,104,100
S68,Amputação traumática ao nível do punho e da mão,5 03,596,634,654,575,619,641,625,695,719,603,592
S69,Outros traumatismos e os não especificados do punho e da mã,45,82,79,73,70,68,89,82,83,104,93,71
S70-S79,Traumatismos do quadril e da coxa,407,360,363,411,350,440,454,415,544,559,486,428
S70,Traumatismo superficial do quadril e da coxa,3 8,47,39,52,33,44,42,54,56,63,56,51
S71,Ferimento do quadril e da coxa,2 2,29,39,45,36,40,35,31,49,49,52,28
S72,Fratura do fêmur,300,236,241,260,241,305,325,289,372,381,335,296
S73,"Luxação, entorse e distensão da articulação e dos ligamentos",1 7,14,17,22,10,13,14,12,24,19,14,8
S74,Traumatismo de nervos ao nível do quadril e da coxa,2,3,1,–,1,5,–,1,1,2,2,–
S75,Traumatismo de vasos sangüíneos ao nível do quadril e da cox,1,–,1,2,–,3,1,–,3,2,1,4
S76,Traumatismo de músculo e de tendão ao nível do quadril e da,9,16,9,14,9,8,19,11,19,17,12,18
S77,Lesão por esmagamento do quadril e da coxa,3,1,1,3,5,4,2,2,5,4,3,6
S78,Amputação traumática do quadril e da coxa,5,4,5,4,9,7,6,4,4,8,4,4
S79,Outros traumatismos e os não especificados do quadril e da co,10,10,10,9,6,11,10,11,11,14,7,13
S80-S89,Traumatismos do joelho e da perna,2.382,2.214,2.359,2.601,2.410,2.681,2.831,2.594,3.325,3.576,2.963,2.763
S80,Traumatismo superficial da perna,1 97,172,247,229,208,256,225,217,310,335,268,224
S81,Ferimento da perna,1 44,138,172,151,123,178,181,165,200,249,216,246
S82,"Fratura da perna, incluindo tornozelo",1 .503,1.305,1.338,1.485,1.428,1.590,1.703,1.538,1.920,2.058,1.693,1.589
S83,"Luxação, entorse e distensão das articulações e dos ligamento",450,498,534,632,551,562,605,569,780,777,664,592
S84,Traumatismo de nervos periféricos da perna,2,4,3,4,3,6,–,2,9,11,6,3
S85,Traumatismo de vasos sangüíneos da perna,3,7,2,1,2,3,5,–,1,5,1,2
S86,Traumatismos de músculo e de tendão ao nível da perna,4 5,42,25,57,49,40,56,55,46,80,61,58
S87,Traumatismo por esmagamento da perna,7,12,9,12,6,9,6,7,10,8,10,7
